DATE_TIME,ICAO,TEMP,WIND_SPEED,PRECIP,CONDITION
2016-01-21 11:50:00,LTBA,45,5,0.0,Partly Cloudy
2016-01-21 12:20:00,LTBA,45,3,0.0,Fair
2016-01-21 12:50:00,LTBA,45,5,0.0,Fair
2016-01-21 13:20:00,LTBA,45,5,0.0,Fair
2016-01-21 13:50:00,LTBA,46,6,0.0,Mostly Cloudy
2016-01-21 14:20:00,LTBA,46,6,0.0,Mostly Cloudy
2016-01-21 14:50:00,LTBA,46,6,0.0,Partly Cloudy
2016-01-21 15:20:00,LTBA,46,7,0.0,Partly Cloudy
2016-01-21 15:50:00,LTBA,46,8,0.0,Partly Cloudy
2016-01-21 16:20:00,LTBA,45,6,0.0,Partly Cloudy
2016-01-21 16:50:00,LTBA,45,9,0.0,Partly Cloudy
2016-01-21 17:20:00,LTBA,45,7,0.0,Partly Cloudy
2016-01-21 17:50:00,LTBA,45,7,0.0,Partly Cloudy
2016-01-21 18:20:00,LTBA,43,8,0.0,Fair
2016-01-21 18:50:00,LTBA,43,8,0.0,Fair
2016-01-21 19:20:00,LTBA,43,7,0.0,Fair
2016-01-21 19:50:00,LTBA,43,6,0.0,Fair
2016-01-21 20:20:00,LTBA,43,6,0.0,Fair
2016-01-21 20:50:00,LTBA,45,6,0.0,Fair
2016-01-21 21:20:00,LTBA,45,6,0.0,Fair
2016-01-21 21:50:00,LTBA,43,7,0.0,Fair
2016-01-21 22:20:00,LTBA,43,5,0.0,Fair
2016-01-21 22:50:00,LTBA,39,9,0.0,Fair
2016-01-21 23:20:00,LTBA,41,7,0.0,Fair
2016-01-21 23:50:00,LTBA,37,9,0.0,Fair
2016-01-21 00:20:00,LTBA,36,9,0.0,Fair
2016-01-21 00:50:00,LTBA,36,10,0.0,Fair
2016-01-22 00:30:00,GMMN,61,7,0.0,Mostly Cloudy
2016-01-22 01:00:00,GMMN,61,7,0.0,Mostly Cloudy
2016-01-22 01:30:00,GMMN,59,7,0.0,Mostly Cloudy
2016-01-22 02:00:00,GMMN,59,3,0.0,Mostly Cloudy
2016-01-22 02:30:00,GMMN,59,3,0.0,Mostly Cloudy
2016-01-22 03:00:00,GMMN,59,3,0.0,Mostly Cloudy
2016-01-22 03:30:00,GMMN,59,3,0.0,Mostly Cloudy
2016-01-22 04:00:00,GMMN,57,6,0.0,Mostly Cloudy
2016-01-22 04:06:00,GMMN,55,6,0.0,Fog
2016-01-22 04:13:00,GMMN,55,5,0.0,Fog
2016-01-22 04:30:00,GMMN,54,3,0.0,Fog
2016-01-22 05:00:00,GMMN,52,5,0.0,Fog
2016-01-22 05:30:00,GMMN,52,6,0.0,Mostly Cloudy
2016-01-22 06:00:00,GMMN,52,3,0.0,Fog
2016-01-22 06:30:00,GMMN,52,2,0.0,Fog
2016-01-22 07:00:00,GMMN,52,5,0.0,Fog
2016-01-22 07:30:00,GMMN,52,5,0.0,Fog
2016-01-22 08:00:00,GMMN,50,7,0.0,Fog
2016-01-22 08:30:00,GMMN,52,3,0.0,Fog
2016-01-22 09:00:00,GMMN,54,3,0.0,Fog
2016-01-22 09:30:00,GMMN,57,0,0.0,Fog
2016-01-22 10:00:00,GMMN,61,0,0.0,Fog
2016-01-22 10:14:00,GMMN,61,2,0.0,Partly Cloudy
2016-01-22 10:30:00,GMMN,57,6,0.0,Mostly Cloudy
2016-01-22 11:00:00,GMMN,59,5,0.0,Mostly Cloudy
2016-01-22 11:30:00,GMMN,66,8,0.0,Partly Cloudy
2016-01-22 12:00:00,GMMN,68,8,0.0,Partly Cloudy
2016-01-22 12:30:00,GMMN,70,9,0.0,Partly Cloudy
2016-01-22 13:00:00,GMMN,70,8,0.0,Partly Cloudy
2016-01-22 13:30:00,GMMN,70,8,0.0,Partly Cloudy
2016-01-22 14:00:00,GMMN,70,6,0.0,Mostly Cloudy
2016-01-22 14:30:00,GMMN,72,7,0.0,Mostly Cloudy
2016-01-22 15:00:00,GMMN,72,7,0.0,Mostly Cloudy
2016-01-22 15:30:00,GMMN,72,10,0.0,Mostly Cloudy
2016-01-22 16:00:00,GMMN,70,12,0.0,Fair
2016-01-22 16:30:00,GMMN,68,14,0.0,Fair
2016-01-22 17:00:00,GMMN,68,13,0.0,Fair
2016-01-22 17:30:00,GMMN,66,13,0.0,Fair
2016-01-22 18:00:00,GMMN,64,10,0.0,Fair
2016-01-22 18:30:00,GMMN,63,8,0.0,Fair
